date,latitude,longitude,parameter,value,units,source
2025-09-14,68.9758760811664,-56.50504608647071,o3,334.1311618228573,Dobson Units,Sample Data
2025-10-04,83.67478863100612,-103.4879502334781,o3,297.52681451737834,Dobson Units,Sample Data
2025-09-23,22.52754595690564,-100.25651940260799,o3,333.7409746083302,Dobson Units,Sample Data
2025-10-02,40.11851773191156,-171.55176676722377,o3,358.3551457191818,Dobson Units,Sample Data
2025-09-05,27.300235878831902,-113.35049356785389,o3,381.0554278893858,Dobson Units,Sample Data
2025-09-29,12.754895306996023,-130.06822050613755,o3,268.13064363467413,Dobson Units,Sample Data
2025-09-20,82.68269726056084,-172.48045204675847,o3,359.4508265553776,Dobson Units,Sample Data
2025-09-20,54.79555543227558,-112.62615233206901,o3,281.33003658117156,Dobson Units,Sample Data
2025-09-27,62.20154635403442,-81.42899815846813,o3,241.32148964939375,Dobson Units,Sample Data
2025-09-16,44.753556116171495,-63.3333007539935,o3,310.146151042565,Dobson Units,Sample Data
2025-09-05,53.50646558783584,-102.91780847057859,o3,224.21279425013842,Dobson Units,Sample Data
2025-09-30,39.33773245602848,-120.53382728941804,o3,327.1749551394671,Dobson Units,Sample Data
2025-09-27,16.524006993355762,-108.3885418208119,o3,354.18048269527355,Dobson Units,Sample Data
2025-09-30,10.381160486351947,-147.15561778508493,o3,298.34365135631015,Dobson Units,Sample Data
2025-09-16,26.51374014623585,-169.46399193200577,o3,389.7278931758894,Dobson Units,Sample Data
2025-09-21,84.36065013587861,-63.71760897415123,o3,125.9595585619958,Dobson Units,Sample Data
2025-09-27,71.85107244438619,-102.9869879942627,o3,256.48883789282445,Dobson Units,Sample Data
2025-09-16,50.78341809980494,-93.9254386861466,o3,329.1964092662982,Dobson Units,Sample Data
2025-09-04,59.383887599381914,-76.33461719109934,o3,282.035395460647,Dobson Units,Sample Data
2025-09-16,22.030007899755407,-159.54571423867162,o3,325.1208316093514,Dobson Units,Sample Data
2025-09-09,56.39585336613882,-91.58169967116095,o3,342.8722965858703,Dobson Units,Sample Data
2025-09-16,76.12278495777626,-155.40119982794923,o3,291.6440959841573,Dobson Units,Sample Data
2025-10-04,65.76311922187058,-136.43454894631157,o3,307.3356843216661,Dobson Units,Sample Data
2025-09-16,51.71363012798177,-179.85438550758576,o3,288.7143176215333,Dobson Units,Sample Data
2025-09-20,56.26951887818066,-142.68504268726133,o3,300.1707375589205,Dobson Units,Sample Data
2025-09-05,18.688289258519326,-107.22023939985218,o3,332.2742090570538,Dobson Units,Sample Data
2025-10-03,18.023547912021883,-78.62009863035134,o3,408.16273616527303,Dobson Units,Sample Data
2025-09-05,42.41805879193842,-177.60439656403173,o3,360.4490972053233,Dobson Units,Sample Data
2025-09-07,17.688229599300946,-58.836346283697736,o3,227.92528759681923,Dobson Units,Sample Data
2025-09-07,67.81405814057423,-157.4120482100163,o3,353.6815874929886,Dobson Units,Sample Data
2025-09-04,53.662784513220494,-171.24442180905967,o3,248.674235029447,Dobson Units,Sample Data
2025-09-21,15.602081331839052,-172.47034012735622,o3,318.3551133394034,Dobson Units,Sample Data
2025-09-09,11.659266364674794,-176.8037008603558,o3,273.7097306343522,Dobson Units,Sample Data
2025-09-14,71.40892325178203,-131.6616411989658,o3,272.24002366534006,Dobson Units,Sample Data
2025-09-20,84.78433751182834,-144.42853338338344,o3,394.0578534720295,Dobson Units,Sample Data
2025-09-18,74.06573308461745,-166.71482943981653,o3,332.43181673604806,Dobson Units,Sample Data
2025-09-17,16.178578421188202,-151.29995033746115,o3,349.36544496283125,Dobson Units,Sample Data
2025-09-06,19.850134480703353,-150.0930212059136,o3,332.51005889793305,Dobson Units,Sample Data
2025-09-09,57.889446074806415,-125.4354487996041,o3,295.04120681103086,Dobson Units,Sample Data
2025-09-30,43.17240717856827,-81.18776980304737,o3,344.8944269380171,Dobson Units,Sample Data
2025-09-20,25.982852801881247,-150.1059012341588,o3,289.67164157843354,Dobson Units,Sample Data
2025-09-18,37.63947577928209,-95.28331270113495,o3,425.7773103937112,Dobson Units,Sample Data
2025-10-02,25.277593695720565,-159.2980540236956,o3,217.17931472624218,Dobson Units,Sample Data
2025-09-17,67.81913834830391,-79.04240913707358,o3,281.4895288593375,Dobson Units,Sample Data
2025-09-27,32.06259800076084,-76.41628237767642,o3,301.1653800442935,Dobson Units,Sample Data
2025-09-17,56.248773589055354,-60.28977978396071,o3,381.905637477382,Dobson Units,Sample Data
2025-09-19,51.88095044373984,-147.81980577156122,o3,375.051942000223,Dobson Units,Sample Data
2025-09-25,14.815670280635057,-116.0927089236132,o3,344.53690418874453,Dobson Units,Sample Data
2025-09-20,83.8263555552178,-123.67792263368477,o3,214.11031881191838,Dobson Units,Sample Data
2025-09-21,15.433516584591917,-178.48932981194693,o3,423.613973113633,Dobson Units,Sample Data
2025-09-04,62.12364145949069,-142.08386476779057,o3,275.20669109963575,Dobson Units,Sample Data
2025-09-14,78.086398973848,-56.15567705496679,o3,251.65119284353935,Dobson Units,Sample Data
2025-09-18,83.99969449503598,-148.53414793787144,o3,297.614432192901,Dobson Units,Sample Data
2025-09-23,56.361680073858935,-115.14454005132372,o3,359.17071247695935,Dobson Units,Sample Data
2025-09-04,15.431220410975612,-57.63912444978976,o3,266.9646375871432,Dobson Units,Sample Data
2025-09-04,36.297019840688556,-168.57735511117167,o3,276.444591384865,Dobson Units,Sample Data
2025-09-29,83.30997897360893,-138.1276887114864,o3,353.75621376086445,Dobson Units,Sample Data
2025-09-05,70.04400243318122,-90.36955401215545,o3,305.0882036493813,Dobson Units,Sample Data
2025-09-30,19.31649750460445,-56.2985033338075,o3,286.29840928760274,Dobson Units,Sample Data
2025-09-10,80.21591846827674,-175.89380117266654,o3,223.3125637145082,Dobson Units,Sample Data
2025-10-01,81.0512846973279,-58.42376401107025,o3,343.05638344793005,Dobson Units,Sample Data
2025-09-30,35.45876444071045,-75.77534920092707,o3,405.78778609583276,Dobson Units,Sample Data
2025-09-25,54.81068969739476,-108.1098111630454,o3,289.7372685192957,Dobson Units,Sample Data
2025-09-12,58.26832713973937,-121.19862301262098,o3,288.9043773603223,Dobson Units,Sample Data
2025-09-15,54.49589862326341,-85.77254721637242,o3,239.2740522175365,Dobson Units,Sample Data
2025-09-29,75.38376749441512,-159.25919158528552,o3,282.3286628132002,Dobson Units,Sample Data
2025-09-24,75.38745842298408,-83.24372147265578,o3,198.66689351283298,Dobson Units,Sample Data
2025-09-21,47.36467873398542,-94.3679891848861,o3,325.2995554979767,Dobson Units,Sample Data
2025-09-22,16.114486716432,-115.87400991810605,o3,200.12943282702466,Dobson Units,Sample Data
2025-10-04,15.414880673438187,-91.57032848393213,o3,324.1135945351471,Dobson Units,Sample Data
2025-09-29,82.05854136152327,-157.35486624482704,o3,279.0050150110439,Dobson Units,Sample Data
2025-09-07,41.91200008360565,-83.44815224400247,o3,343.6891520480058,Dobson Units,Sample Data
2025-09-22,50.747539252246625,-114.37016535390768,o3,338.40619175673584,Dobson Units,Sample Data
2025-09-24,42.89615643921928,-104.77219688558885,o3,378.4354505505465,Dobson Units,Sample Data
2025-09-10,69.47170709542237,-102.29593651673764,o3,222.82310940824436,Dobson Units,Sample Data
2025-09-25,54.426274644502165,-144.0123863594433,o3,236.13897670384583,Dobson Units,Sample Data
2025-09-04,72.69985478359071,-119.44433508736769,o3,222.56100887438942,Dobson Units,Sample Data
2025-09-19,63.686872351156644,-162.8962009334562,o3,382.9973801362644,Dobson Units,Sample Data
2025-09-08,48.44614039043539,-131.52967716543853,o3,363.78222413128873,Dobson Units,Sample Data
2025-10-03,46.92083923360261,-68.92993786195471,o3,290.00300757048154,Dobson Units,Sample Data
2025-09-23,53.456117450762555,-102.92060802186836,o3,257.6238253455095,Dobson Units,Sample Data
2025-09-30,22.264290443876707,-102.91638931345943,o3,256.3024827254287,Dobson Units,Sample Data
2025-09-04,10.677280309716268,-68.46178699004825,o3,218.689114270563,Dobson Units,Sample Data
2025-09-16,19.815524553876237,-79.44849366074192,o3,261.65233805587843,Dobson Units,Sample Data
2025-09-19,43.15182803371432,-65.11774294410216,o3,261.99253638710394,Dobson Units,Sample Data
2025-10-03,35.27523823234647,-112.42938668771771,o3,291.82663316488964,Dobson Units,Sample Data
2025-09-28,81.14375161385753,-103.5750317556497,o3,242.74112879823096,Dobson Units,Sample Data
2025-09-28,22.571441221623825,-158.28455197287653,o3,218.16375043503297,Dobson Units,Sample Data
2025-09-27,68.6342747383772,-110.64344971103957,o3,360.2845730040715,Dobson Units,Sample Data
2025-09-18,53.901577329756414,-75.2628801164931,o3,379.2001802781848,Dobson Units,Sample Data
2025-09-12,84.00197352678711,-175.55559042790944,o3,415.3895847498034,Dobson Units,Sample Data
2025-10-02,80.2454269221221,-110.94796135986584,o3,238.13291772764768,Dobson Units,Sample Data
2025-09-04,16.641668816743106,-156.59864312854594,o3,331.46244859467924,Dobson Units,Sample Data
2025-09-13,13.117964428779407,-114.05947487050898,o3,275.9526936370954,Dobson Units,Sample Data
2025-09-28,11.303484263910972,-90.82419432221207,o3,177.2437487138857,Dobson Units,Sample Data
2025-10-04,75.09387208900166,-96.91440808398495,o3,307.4015879079844,Dobson Units,Sample Data
2025-09-26,49.91837416197243,-135.455046544281,o3,216.2851139730685,Dobson Units,Sample Data
2025-09-19,33.09474561933932,-176.10343331655187,o3,303.19281506670717,Dobson Units,Sample Data
2025-09-26,24.126181282420106,-158.89035369389828,o3,306.0294966945355,Dobson Units,Sample Data
2025-09-08,43.28126644784284,-92.56172463073358,o3,294.8577918431965,Dobson Units,Sample Data
2025-09-18,72.31578935062791,-148.26085224509134,o3,298.66028266821684,Dobson Units,Sample Data
2025-09-11,12.279029477262764,-105.82073293695214,o3,330.90143554918103,Dobson Units,Sample Data
2025-09-12,60.02286377431805,-72.51094511745593,o3,307.0518327911282,Dobson Units,Sample Data
2025-09-21,59.3383978452277,-166.1429060599612,o3,219.3265669865799,Dobson Units,Sample Data
2025-09-16,84.50027030189713,-67.3629732214061,o3,346.55047321639273,Dobson Units,Sample Data
2025-09-12,52.52621957400009,-78.28988707242445,o3,315.1199422119112,Dobson Units,Sample Data
2025-09-22,79.42561231605339,-80.525187607748,o3,260.7323428743973,Dobson Units,Sample Data
2025-09-12,67.17138510824618,-74.98002754763638,o3,339.4950040018937,Dobson Units,Sample Data
2025-09-10,32.26519559202106,-131.16260725537555,o3,280.42872416566325,Dobson Units,Sample Data
2025-09-15,34.34393724252027,-179.2513741352442,o3,358.5790263441255,Dobson Units,Sample Data
2025-09-04,51.13747912386076,-130.5454384497363,o3,401.417859611512,Dobson Units,Sample Data
2025-09-15,37.993884372200505,-149.11926298633742,o3,302.08445185659707,Dobson Units,Sample Data
2025-09-05,58.19319767103922,-158.10222993144646,o3,288.38004467497643,Dobson Units,Sample Data
2025-09-29,38.48393351344224,-119.7457743059256,o3,218.46633162923678,Dobson Units,Sample Data
2025-09-26,39.57739928637626,-118.02958824464932,o3,308.548548578411,Dobson Units,Sample Data
2025-09-30,63.85923071698708,-74.31185396690785,o3,365.9382307863597,Dobson Units,Sample Data
2025-09-24,77.25357173800917,-123.98792810005567,o3,304.34295815809014,Dobson Units,Sample Data
2025-09-14,28.261172243222447,-63.256028636501696,o3,239.13475720684937,Dobson Units,Sample Data
2025-09-17,24.591874238897574,-117.70618017233201,o3,275.89766025858916,Dobson Units,Sample Data
2025-09-23,29.258242579038097,-116.83667130577767,o3,326.12093066412825,Dobson Units,Sample Data
2025-09-13,53.56990399470983,-110.80617226592477,o3,310.34219259982626,Dobson Units,Sample Data
2025-09-20,63.71130056673952,-100.65660816958061,o3,247.06803253014593,Dobson Units,Sample Data
2025-10-04,69.98358215680162,-68.27594687352341,o3,303.15827296535866,Dobson Units,Sample Data
2025-09-13,18.01576923210579,-87.82398597608375,o3,258.86892922554495,Dobson Units,Sample Data
2025-09-16,38.01322622787907,-73.95267634444349,o3,292.48290387095483,Dobson Units,Sample Data
2025-09-26,81.35525066549927,-97.69032117277709,o3,312.3748898418605,Dobson Units,Sample Data
2025-09-18,69.53078877853872,-102.83998601399087,o3,412.5227383908135,Dobson Units,Sample Data
2025-10-02,40.82713523550285,-100.57247144937108,o3,308.82556380813725,Dobson Units,Sample Data
2025-09-07,29.173374835695423,-107.63718246822675,o3,313.2701914174269,Dobson Units,Sample Data
2025-10-01,71.69607388852589,-144.2752153787423,o3,351.4419147706406,Dobson Units,Sample Data
2025-09-26,21.22779759677183,-80.33470242394722,o3,328.4896905951885,Dobson Units,Sample Data
2025-09-06,22.601065580864756,-103.74089978718837,o3,295.9870476896227,Dobson Units,Sample Data
2025-09-08,23.383447392082907,-110.40344676045409,o3,354.6635452729965,Dobson Units,Sample Data
2025-09-14,55.532052706658554,-96.54370494237541,o3,272.1254107496083,Dobson Units,Sample Data
2025-09-05,47.2575144144377,-102.7180764257975,o3,231.5098510210461,Dobson Units,Sample Data
2025-09-21,54.77851876717688,-144.3097669799837,o3,228.219058589328,Dobson Units,Sample Data
2025-09-10,61.932711349327725,-86.71229046443709,o3,204.34467874104877,Dobson Units,Sample Data
2025-09-07,71.40302928394246,-135.65829681835135,o3,328.44915395926375,Dobson Units,Sample Data
2025-09-11,15.956452674173995,-144.35911334722525,o3,381.4198311564269,Dobson Units,Sample Data
2025-09-12,54.68130461417175,-96.1123211216568,o3,244.96103585816576,Dobson Units,Sample Data
2025-09-20,15.206788205957002,-133.85048024184815,o3,264.4350687619731,Dobson Units,Sample Data
2025-09-15,60.22019621004714,-71.85779527731513,o3,311.6892955895374,Dobson Units,Sample Data
2025-09-25,58.81580267853956,-65.58971861701043,o3,222.20521768981865,Dobson Units,Sample Data
2025-09-25,44.26439836602765,-149.99220540997842,o3,334.74989503884376,Dobson Units,Sample Data
2025-09-11,44.89042092127886,-85.01543366889801,o3,397.3271418757383,Dobson Units,Sample Data
2025-09-08,16.657554558082634,-104.5382491268323,o3,326.93779962231844,Dobson Units,Sample Data
2025-10-03,50.187076335481095,-153.87862047432264,o3,253.9663203460317,Dobson Units,Sample Data
2025-09-15,71.63548329258151,-125.05041525849536,o3,365.70047373219495,Dobson Units,Sample Data
2025-09-16,79.53833646095894,-76.5915050973352,o3,239.27282551367966,Dobson Units,Sample Data
2025-09-25,83.06234714710116,-164.42222973770598,o3,360.6548849989592,Dobson Units,Sample Data
2025-09-21,56.76892660020698,-112.27546295463452,o3,307.08584568199524,Dobson Units,Sample Data
2025-09-24,74.85146440251552,-77.57274152200556,o3,325.18680231062126,Dobson Units,Sample Data
2025-09-04,12.712028539357158,-87.86318929341306,o3,329.1197979992031,Dobson Units,Sample Data
2025-09-12,35.62558764226907,-150.44355098750717,o3,208.18973134483517,Dobson Units,Sample Data
2025-09-07,43.54019053786267,-128.39240278034316,o3,325.3995663456272,Dobson Units,Sample Data
2025-09-25,22.132315851408222,-66.46623397589978,o3,312.565282040319,Dobson Units,Sample Data
2025-09-18,25.638288576800186,-69.31475549313755,o3,299.92247470820485,Dobson Units,Sample Data
2025-09-16,50.479946406995715,-128.36675893420255,o3,345.9538241493884,Dobson Units,Sample Data
2025-09-19,70.44440500882158,-67.15263028603145,o3,285.48627279056745,Dobson Units,Sample Data
2025-09-18,71.40512530557027,-152.44227618270898,o3,240.60435956789675,Dobson Units,Sample Data
2025-09-23,35.95747949033392,-89.65635844267997,o3,282.3491971637219,Dobson Units,Sample Data
2025-09-05,79.95480553571912,-105.50461423898959,o3,298.7486520627428,Dobson Units,Sample Data
2025-10-02,67.36073506772466,-101.18711809237293,o3,340.8883149600143,Dobson Units,Sample Data
2025-09-09,81.45981457009708,-138.7209117760242,o3,281.41435483535497,Dobson Units,Sample Data
2025-09-28,11.935893021211523,-171.13759977988585,o3,250.38433669819528,Dobson Units,Sample Data
2025-09-15,15.997404576947645,-149.7683234125006,o3,296.47506109704545,Dobson Units,Sample Data
2025-09-21,47.96063971301831,-139.46390269891626,o3,324.3250821913101,Dobson Units,Sample Data
2025-10-02,73.8586478163449,-143.89215891259605,o3,302.4526704637179,Dobson Units,Sample Data
2025-09-08,38.984563086936035,-132.57623151121118,o3,288.4649793402261,Dobson Units,Sample Data
2025-09-05,44.48503178269901,-78.50099381110283,o3,381.9744329708751,Dobson Units,Sample Data
2025-09-26,32.301628617762915,-99.4652923170136,o3,295.03536449791716,Dobson Units,Sample Data
2025-09-12,20.66870265153971,-148.90658645192968,o3,264.54368075490436,Dobson Units,Sample Data
2025-09-04,61.87135416769895,-156.89036957933774,o3,342.7230313397347,Dobson Units,Sample Data
2025-09-20,84.75226403897327,-113.77512334052734,o3,263.3623185155002,Dobson Units,Sample Data
2025-09-09,59.17927544212422,-157.41216256390172,o3,264.9164044987962,Dobson Units,Sample Data
2025-09-23,19.80327825551496,-124.6091600942517,o3,385.7263534096866,Dobson Units,Sample Data
2025-09-25,49.412846647648,-133.9492887421793,o3,247.03072280954297,Dobson Units,Sample Data
2025-09-25,65.02107854210516,-72.42007357630634,o3,288.36640457400006,Dobson Units,Sample Data
2025-09-26,53.66111723349792,-77.25609433818074,o3,247.67610286877857,Dobson Units,Sample Data
2025-09-04,50.14825985894437,-162.17573825523013,o3,346.76190806998136,Dobson Units,Sample Data
2025-09-08,24.91422083314719,-98.1911552186043,o3,275.311471112575,Dobson Units,Sample Data
2025-09-06,46.58905329447718,-55.25503623826566,o3,340.80587180286665,Dobson Units,Sample Data
2025-09-24,29.951445850403555,-115.08660145277962,o3,234.59757392207908,Dobson Units,Sample Data
2025-09-23,21.25364985204882,-116.52865218716883,o3,336.61725272108225,Dobson Units,Sample Data
2025-10-02,56.05609833885521,-74.61082936178539,o3,238.0852155811977,Dobson Units,Sample Data
2025-09-16,68.87624078777927,-120.27192010722175,o3,323.25227305075913,Dobson Units,Sample Data
2025-09-04,15.731264457853857,-74.84514998727735,o3,308.3326414281757,Dobson Units,Sample Data
2025-10-01,12.881976172174374,-70.68669467463006,o3,329.40999674859285,Dobson Units,Sample Data
2025-09-25,38.97616823862366,-115.59122655007236,o3,325.4334124793568,Dobson Units,Sample Data
2025-10-01,56.045018857004635,-97.23294131826304,o3,350.54311201859196,Dobson Units,Sample Data
2025-09-26,84.12064532500985,-166.25984761218436,o3,293.4742460051503,Dobson Units,Sample Data
2025-09-28,13.12546754517882,-91.57038870291407,o3,339.65281903287143,Dobson Units,Sample Data
2025-09-20,17.902565046460445,-75.72302744341363,o3,361.387612990965,Dobson Units,Sample Data
2025-09-29,65.31312695942552,-55.654818221067586,o3,311.78810662007027,Dobson Units,Sample Data
2025-09-22,80.67365422548946,-53.80250550281288,o3,299.087501739974,Dobson Units,Sample Data
2025-09-08,23.058200150056326,-155.92457617722917,o3,362.7599242226626,Dobson Units,Sample Data
2025-09-18,41.82226644136661,-171.06733177262518,o3,309.4208004148714,Dobson Units,Sample Data
2025-10-04,82.58950261337729,-169.31768322806445,o3,265.82030999175385,Dobson Units,Sample Data
2025-09-06,60.05127985348213,-53.12118955215698,o3,335.47667886536874,Dobson Units,Sample Data
2025-09-17,56.125972602915,-164.21976563927717,o3,348.10996772975585,Dobson Units,Sample Data
2025-09-30,19.392517782462036,-138.11198455219832,o3,297.357002285435,Dobson Units,Sample Data
2025-09-24,55.14111922272416,-52.60385718334942,o3,302.0493394887971,Dobson Units,Sample Data
2025-09-13,21.747882773035624,-99.85503550363914,o3,341.4736964615733,Dobson Units,Sample Data
2025-09-26,79.60627302445373,-136.02522422071522,o3,288.0733276578667,Dobson Units,Sample Data
2025-09-21,39.14895989723853,-108.48804774043971,o3,261.0493078483154,Dobson Units,Sample Data
2025-09-24,28.051953387437873,-57.40014109318801,o3,297.70596090095404,Dobson Units,Sample Data
2025-09-29,84.43115503671027,-178.34706430170385,o3,402.1492262675628,Dobson Units,Sample Data
2025-09-20,74.6027497272577,-73.92689793407976,o3,315.1166870881667,Dobson Units,Sample Data
2025-10-03,26.579752859029632,-97.31080071512274,o3,217.0377690805425,Dobson Units,Sample Data
